,precision,recall,f1-score,support
ADI,0.8294573643410853,0.8251928020565553,0.8273195876288659,389.0
DEB,0.760806916426513,0.6786632390745502,0.717391304347826,389.0
LYM,0.8032407407407407,0.8943298969072165,0.8463414634146341,388.0
MUC,0.714987714987715,0.7480719794344473,0.7311557788944724,389.0
MUS,0.7804878048780488,0.7403598971722365,0.7598944591029023,389.0
NOR,0.6894736842105263,0.6752577319587629,0.6822916666666666,388.0
STR,0.6701298701298701,0.6632390745501285,0.6666666666666666,389.0
TUM,0.6451612903225806,0.6683804627249358,0.6565656565656566,389.0
accuracy,0.7366559485530546,0.7366559485530546,0.7366559485530546,0.7366559485530546
macro avg,0.736718173254635,0.7366868854848541,0.7359533229109613,3110.0
weighted avg,0.736711974515586,0.7366559485530546,0.7359350828838682,3110.0
