train_loss,val_loss,val_macro_f1
1.008477721452713,0.6083023945743941,0.6074603243263089
0.6098352764333997,0.5262195020153815,0.6482166255967892
0.5261775140421732,0.4736760769571577,0.675586670282725
0.4786059365783419,0.44847993879598014,0.6915321738633962
0.44118752798012323,0.4261635422554551,0.703870826127776
0.40424412948744637,0.41072277131737495,0.7081208046816819
0.38059552715505873,0.39713485280469973,0.725332711624314
0.34843535794530595,0.39471471826640925,0.7307795988450004
0.3268923171503203,0.37864617570018283,0.7362109424648169
0.30113434898001806,0.38297409594667203,0.7382393893448431
0.28481086513825826,0.37481793989332357,0.7361427742860769
0.2648552413242204,0.37861031331882183,0.7393470519828367
0.24494432867424829,0.37209969690563727,0.7390727534394682
0.2263649302337851,0.3840334687610062,0.7392672206820371
0.2068462496953351,0.3938775631238003,0.7402527778976594
0.191310877303992,0.39230330569707617,0.7398859433678115
0.18170709839463234,0.39845590491075905,0.7380397465827333
0.16428939612209797,0.3992479463697088,0.7388144686823752
0.1528740536911147,0.4107075165577081,0.7324978695459093
0.1438078586012125,0.4167160700854598,0.7386842493225736
0.12778422238571302,0.43589037189222113,0.7415339487905925
0.11820472916534969,0.43314297808980456,0.7396784239263592
0.10710159643313714,0.4428216061573856,0.7373129791249133
0.1012989097035357,0.4438123546388684,0.7377447389101739
0.0945652222729155,0.45269645583264684,0.7376971603197572
0.08597062568047217,0.46196674791221715,0.7403319289101067
0.08364270022085735,0.4615016700889991,0.7386235361954891
0.074417184151443,0.48112290390596096,0.7401103819051142
0.07031338228604624,0.49371520137148245,0.7426323870460481
0.0685559448344367,0.4932955779629398,0.7409848663067786
0.06609557804092765,0.4844467167039307,0.741491133334971
0.0649914286756622,0.48673744887417675,0.7374825034494322
0.058776280100324325,0.5096554071167294,0.7381861956608695
0.05804306870086917,0.49800887179313874,0.7411298590543447
0.055367933653694176,0.516135129279324,0.7338810603657591
0.0528806578692581,0.5160623846993763,0.7389456321983668
0.051664850937734756,0.5173895838765465,0.7378121781376623
0.05462958308841501,0.5066455066280098,0.7365815395034672
0.05008144109203879,0.5122521002681888,0.7374155825231155
