train_loss,val_loss,val_macro_f1
1.0100368852955954,0.6100611493599658,0.6009369017997679
0.6080054424830845,0.5167830808430302,0.6456192550820887
0.520311404483659,0.4767390757190938,0.666369703781367
0.476320404955319,0.4467761901264288,0.6875335990059733
0.43510003922666823,0.4276292123356644,0.6973916169076211
0.40289218853201186,0.4158743486112478,0.705574403983107
0.3732866103393691,0.4092118344744857,0.7100434547595458
0.3524458098241261,0.3940369245045039,0.7213908526708159
0.32364076469625747,0.39118789128807124,0.7227278241794339
0.3042193172148296,0.3910488430790755,0.7248935242817063
0.28780731748683114,0.3832464247789918,0.7309954586700108
0.26562908881902697,0.38436226402314344,0.7318002471437186
0.24021510248099054,0.3877047572513016,0.7319593049114899
0.2266326485829694,0.39021266171974794,0.7294005110078361
0.20792752972032344,0.40531182604632815,0.7289320752341213
0.19428465566464834,0.40542066416570116,0.7336574999362249
0.1782291885486671,0.40711451907243046,0.7347014498364302
0.16837959447715964,0.41722821345438765,0.7343831571813957
0.1479167310169765,0.43266313315882365,0.7338447216056272
0.13946932616616997,0.4255784729457631,0.73503002446484
0.1293646963345153,0.44581265010091725,0.731393453599583
0.11845579177886248,0.44918311957497986,0.7309430454517696
0.10902216944311346,0.4610249672313126,0.7367891837935794
0.0989403202193124,0.4831340278745914,0.7367328794612615
0.09181950258463621,0.4783351229769843,0.7353610186083182
0.08811136924954398,0.48889305537604555,0.7368301372724801
0.08279776945337654,0.4868552158681714,0.7356750427398113
0.07582734420150518,0.495123844973895,0.7336150028980747
0.07109260087992464,0.5116058874647228,0.7357451494063986
0.06659781905955502,0.5195971101674498,0.727471959591157
0.06188247843964824,0.5210958789197766,0.7336849408743699
0.06097509737818369,0.5186174874555092,0.7306454890631864
0.058471600223598735,0.5401640860553907,0.732191613387943
0.058071670354476995,0.5287928741653355,0.7391594795993912
0.05356688235620303,0.5461797875409223,0.7359919695679358
0.05104373143400465,0.5481218073365032,0.7346684387439426
0.051533936621089065,0.5439057088247976,0.7392224901848286
0.0499219445604831,0.5390638616696304,0.7341134246895448
0.04935393359991057,0.5482477292570532,0.7333527824998805
0.046873568944366915,0.5514534942577688,0.7398175772692297
0.046000012844268766,0.5565716286703032,0.7359480762476567
0.04226632622775755,0.5607646128961018,0.7360587161976542
0.04415024358965457,0.5585128059040527,0.731966987471463
0.04173599786697221,0.5660905581803954,0.7357128435757366
0.03908631642369021,0.5734818732099873,0.7363914812803565
0.03697999245181147,0.5880941262810814,0.7355168899485048
0.03585174325407882,0.576357975830229,0.7341536992370967
0.03603126494120806,0.5815088561526975,0.7302383185331311
0.035691991552843576,0.5851937882526188,0.7377466707592615
0.03455288137216121,0.5816240459680557,0.7359533229109613
