,precision,recall,f1-score,support
ADI,0.8026004728132388,0.8738738738738738,0.8367221195317314,777.0
DEB,0.7119700748129676,0.7339331619537275,0.7227848101265822,778.0
LYM,0.8035294117647059,0.879021879021879,0.8395820528580209,777.0
MUC,0.7331606217616581,0.7284427284427284,0.7307940606843124,777.0
MUS,0.7938420348058902,0.7622107969151671,0.7777049180327869,778.0
NOR,0.6875,0.6087516087516087,0.6457337883959045,777.0
STR,0.666232073011734,0.6568123393316195,0.6614886731391586,778.0
TUM,0.7041499330655957,0.676962676962677,0.6902887139107612,777.0
accuracy,0.7399903521466473,0.7399903521466473,0.7399903521466473,0.7399903521466473
macro avg,0.7378730777544739,0.74000113315666,0.7381373920849073,6219.0
weighted avg,0.7378663925879466,0.7399903521466473,0.7381289608620488,6219.0
