train_loss,val_loss,val_macro_f1
1.0025733018602643,0.5898621112716441,0.6026777122967744
0.6154819559369769,0.4984881065937938,0.6548135190268892
0.5294639919825963,0.45357407621887263,0.68787718559158
0.4776274017095566,0.4259970140624411,0.7005451121442283
0.4425035737752914,0.4016814922191659,0.7067775567632785
0.40656031826564243,0.3884200492151538,0.7122628077003114
0.3780337493930544,0.3790092053918206,0.7191591873187252
0.3523881104503359,0.3709024116396904,0.7250719329987045
0.32705227564913886,0.36482160612560655,0.7246188093488843
0.3030607002547809,0.36249170672832703,0.7329443512814171
0.2809619511621339,0.35945659856863166,0.7324914832634754
0.2666423539774758,0.36489007846281235,0.7386021699365328
0.24320847121732575,0.36431615712235166,0.738315600683934
0.2240809343627521,0.36519018324966335,0.7410966462125379
0.2071779651939869,0.3719967996169414,0.7459955429276399
0.19246594366856984,0.3766754665316976,0.7451796398300709
0.17767930498719214,0.3810707038762618,0.7448727069716702
0.16495347044297626,0.3789383041463336,0.746917512394522
0.15400000653522355,0.38416392245919123,0.74750309265516
0.13706197439985615,0.3964246157556772,0.7478129378117667
0.13000173605765616,0.42293621747925575,0.7440987239068668
0.12087082289159298,0.41925720743150735,0.7417478074641062
0.11184524025768042,0.42110038265509875,0.7435300104141827
0.10075968107581139,0.4446226089090413,0.7438565626959774
0.09255442526297909,0.44806206408812077,0.7455594229295928
0.08935765054289783,0.4491148570514455,0.7449154552354493
0.08116659470328264,0.4532841875464941,0.7463584059975717
0.07497636393564087,0.46536752243279195,0.7483970322535133
0.0747919296191207,0.47236378962288095,0.7392935114963889
0.06965283430766847,0.4696760155564668,0.7453348006785635
0.06663456481003335,0.4848586567392459,0.7437281735323809
0.0646894227798496,0.47925021972659293,0.7440669648123679
0.06696013952312725,0.47827315699233086,0.7419745919927829
0.06247991639056376,0.49651885196110424,0.7471715895481603
0.05575522824323603,0.49244450074525514,0.7410894583716784
0.06060688908983554,0.4880641804513883,0.7399303330812897
0.05537891250582678,0.5060327570619327,0.7403657562128938
0.055230108890815505,0.5087818120207105,0.7370961573352892
