,precision,recall,f1-score,support
ADI,0.7803203661327232,0.8766066838046273,0.8256658595641646,389.0
DEB,0.7323943661971831,0.6683804627249358,0.6989247311827957,389.0
LYM,0.8312655086848635,0.8634020618556701,0.8470290771175727,388.0
MUC,0.7253333333333334,0.699228791773779,0.7120418848167539,389.0
MUS,0.8143236074270557,0.7892030848329049,0.8015665796344648,389.0
NOR,0.7067039106145251,0.6503856041131105,0.677376171352075,389.0
STR,0.6343825665859564,0.6752577319587629,0.6541822721598003,388.0
TUM,0.6760204081632653,0.6812339331619537,0.678617157490397,389.0
accuracy,0.7379421221864951,0.7379421221864951,0.7379421221864951,0.7379421221864951
macro avg,0.7375930083923632,0.737962294278218,0.7369254666647529,3110.0
weighted avg,0.7375960752545863,0.7379421221864951,0.736916669103355,3110.0
